source_id,clip_id,clip_name,source_url,source_video_id,start_time,end_time,expected_duration,extracted_duration,alignment_confidence,clip_video_path,clip_audio_path,clip_video_gcs_path,clip_audio_gcs_path,has_audio,status,notes
f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0000,clip_0000,https://www.youtube.com/watch?v=Yqe3Z8zVS_A,Yqe3Z8zVS_A,1.699,10.52,10.2,8.821,high,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_release\work\existing_reconstruction\f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real\clips_with_audio\clip_0000.mp4,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_release\work\existing_reconstruction\f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real\reconstructed_audio\clip_0000.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/clips_with_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0000.mp4,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0000.wav,true,completed_reconstructed_audio,extracted_from_mapped_youtube_source
f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0001,clip_0001,https://www.youtube.com/watch?v=Yqe3Z8zVS_A,Yqe3Z8zVS_A,10.53,19.04,10.36,8.51,medium,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_release\work\existing_reconstruction\f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real\clips_with_audio\clip_0001.mp4,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_release\work\existing_reconstruction\f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real\reconstructed_audio\clip_0001.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/clips_with_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0001.mp4,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0001.wav,true,completed_reconstructed_audio,extracted_from_mapped_youtube_source
f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0002,clip_0002,https://www.youtube.com/watch?v=Yqe3Z8zVS_A,Yqe3Z8zVS_A,21.3,29.599,10.2,8.299,medium,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_release\work\existing_reconstruction\f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real\clips_with_audio\clip_0002.mp4,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_release\work\existing_reconstruction\f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real\reconstructed_audio\clip_0002.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/clips_with_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0002.mp4,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0002.wav,true,completed_reconstructed_audio,extracted_from_mapped_youtube_source
f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0003,clip_0003,https://www.youtube.com/watch?v=Yqe3Z8zVS_A,Yqe3Z8zVS_A,29.609,40.01,10.2,10.401,high,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clips_with_audio/clip_0003.mp4,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/reconstructed_audio/clip_0003.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/clips_with_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0003.mp4,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0003.wav,true,completed_reconstructed_audio,extracted_from_mapped_youtube_source
f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0004,clip_0004,https://www.youtube.com/watch?v=Yqe3Z8zVS_A,Yqe3Z8zVS_A,40.02,49.34,10.2,9.32,high,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clips_with_audio/clip_0004.mp4,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/reconstructed_audio/clip_0004.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/clips_with_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0004.mp4,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0004.wav,true,completed_reconstructed_audio,extracted_from_mapped_youtube_source
f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0005,clip_0005,https://www.youtube.com/watch?v=Yqe3Z8zVS_A,Yqe3Z8zVS_A,49.35,59.81,10.28,10.46,high,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clips_with_audio/clip_0005.mp4,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/reconstructed_audio/clip_0005.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/clips_with_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0005.mp4,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0005.wav,true,completed_reconstructed_audio,extracted_from_mapped_youtube_source
f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0006,clip_0006,https://www.youtube.com/watch?v=Yqe3Z8zVS_A,Yqe3Z8zVS_A,61.199,71.51,10.8,10.311,high,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clips_with_audio/clip_0006.mp4,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/reconstructed_audio/clip_0006.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/clips_with_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0006.mp4,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0006.wav,true,completed_reconstructed_audio,extracted_from_mapped_youtube_source
f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0008,clip_0008,https://www.youtube.com/watch?v=Yqe3Z8zVS_A,Yqe3Z8zVS_A,80.34,90.109,10.4,9.769,high,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clips_with_audio/clip_0008.mp4,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/reconstructed_audio/clip_0008.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/clips_with_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0008.mp4,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0008.wav,true,completed_reconstructed_audio,extracted_from_mapped_youtube_source
f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0009,clip_0009,https://www.youtube.com/watch?v=Yqe3Z8zVS_A,Yqe3Z8zVS_A,92.46,102.05,10.2,9.59,high,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clips_with_audio/clip_0009.mp4,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/reconstructed_audio/clip_0009.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/clips_with_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0009.mp4,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0009.wav,true,completed_reconstructed_audio,extracted_from_mapped_youtube_source
f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0013,clip_0013,https://www.youtube.com/watch?v=Yqe3Z8zVS_A,Yqe3Z8zVS_A,132.75,143.479,10.56,10.729,high,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clips_with_audio/clip_0013.mp4,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/reconstructed_audio/clip_0013.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/clips_with_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0013.mp4,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0013.wav,true,completed_reconstructed_audio,extracted_from_mapped_youtube_source
